Keys,Values
Tên TCPH:,"
Tổng Công ty Thủy sản Việt Nam –  Công ty cổ phần
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty Thủy sản Việt Nam – Công ty cổ phần
Mã chứng khoán:,SEA
Mã ISIN:,VN000000SEA8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 165/2016/GCNCP-VSD do VSD cấp lần đầu ngày 01/12/2016
Tổng số chứng khoán đăng ký:,125.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.250.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
