Keys,Values
Tên TCPH:,"
Công ty cổ phần Kinh doanh Than Cẩm Phả - Vinacomin
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Kinh doanh Than Cẩm Phả - Vinacomin
Mã chứng khoán:,TCP
Mã ISIN:,VN000000TCP8
Loại chứng khoán:,  Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 11/2020/GCNCP-VSD do VSD cấp ngày 12/02/2020
Tổng số chứng khoán đăng ký:,5.881.356 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,58.813.560.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
