Keys,Values
Tên TCPH:,"
Công ty cổ phần Sản xuất và Thương mại Nhựa Việt Thành
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Sản xuất và Thương mại Nhựa Việt Thành
Mã chứng khoán:,VTZ
Mã ISIN:,VN000000VTZ7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số: 39/2021/GCNCP-VSD do VSD cấp ngày 05/10/2021
Tổng số chứng khoán đăng ký:,20.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,200.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
