Keys,Values
Tên TCPH:,"
Công ty cổ phần Ngoại thương và Phát triển Đầu tư TP.HCM
"
Tên chứng khoán:,Cổ phiếu CTCP Ngoại thương và Phát triển Đầu tư TP.HCM
Mã chứng khoán:,FDC
Mã ISIN:,VN000000FDC3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 91/2010/GCNCP-VSD-4 do TTLKCK Việt Nam cấp lần đầu ngày  24/12/2009, số 91/2010/GCNCP-VSD-5 đăng ký thay đổi lần 5 ngày 08/11/2016"
Tổng số chứng khoán đăng ký:,38.629.988 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,386.299.880.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
