Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy
Mã chứng khoán:,TCH
Mã ISIN:,VN000000TCH5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 66/2016/GCNCP-VSD do VSD cấp ngày 05/07/2016, Số 66/2016/GCNCP-VSD-5 cấp thay đổi lần 5 ngày 15/02/2022"
Tổng số chứng khoán đăng ký:,668.215.843 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,6.682.158.430.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
