Keys,Values
Tên TCPH:,"
Công ty cổ phần Dược phẩm Trung ương I-Pharbaco
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dược phẩm Trung ương I-Pharbaco
Mã chứng khoán:,PBC
Mã ISIN:,VN000000PBC6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 05/2014/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 22/01/2014, số 05/2014/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 05/01/2022"
Tổng số chứng khoán đăng ký:,110.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.100.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
