Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư phát triển Nhà và Đô thị MHDI 3
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư phát triển Nhà và Đô thị MHDI 3
Mã chứng khoán:,HD3
Mã ISIN:,VN000000HD36
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 115/2018/GCNCP-VSD do VSD cấp lần đầu ngày 20/12/2018
Tổng số chứng khoán đăng ký:,2.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,20.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
