Keys,Values
Tên TCPH:,"
Công ty cổ phần Cokyvina
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cokyvina
Mã chứng khoán:,CKV
Mã ISIN:,VN000000CKV5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 109/2009/GCNCP-VSD do VSD cấp lần đầu ngày 10/12/2009, Số 109/2009/GCNCP-VSD-1 cấp thay đổi lần thứ nhất ngày 07/03/2013"
Tổng số chứng khoán đăng ký:,4.050.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,40.500.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
