Keys,Values
Tên TCPH:,"
Công ty cổ phần phục vụ mai táng Hải Phòng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần phục vụ mai táng Hải Phòng
Mã chứng khoán:,CPH
Mã ISIN:,VN000000CPH3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 13/2016/GCNCP-VSD do VSD cấp ngày 23/02/2016 
Tổng số chứng khoán đăng ký:,4.400.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,44.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
