Keys,Values
Tên TCPH:,"
Ngân hàng Thương mại cổ phần Bưu điện Liên Việt
"
Tên chứng khoán:,Trái phiếu Ngân hàng Bưu điện Liên Việt phát hành ra công chúng năm 2021
Mã chứng khoán:,LPB121036
Mã ISIN:,VNLPB1210365
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số: 18/2022/GCNTPDN-VSD do VSD cấp lần đầu ngày 27/04/2022
Tổng số chứng khoán đăng ký:,1.731.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,173.100.000.000 đồng
Hình thức phát hành:,Chào bán ra công chúng thông qua đại lý phát hành và bán trực tiếp
Lãi suất:,"Lãi suất thả nổi theo công thức sau, Lãi suất = Lãi suất tham chiếu + biên độ 2,2%/năm.
 Trong đó, Lãi suất tham chiếu có nghĩa là trung bình cộng lãi suất tiền gửi tiết kiệm cá nhân bằng Đồng Việt Nam, trả lãi sau, áp dụng cho kỳ hạn 12 tháng (hoặc tương đương) công bố tại trang thông tin điện tử chính thức của các Ngân hàng tham chiếu. Ngân hàng tham chiếu bao gồm: Ngân hàng TMCP Đầu tư và Phát triển Việt Nam, Ngân hàng TMCP Ngoại thương Việt Nam, Ngân hàng TMCP Công thương Việt Nam và Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam, tại ngày xác định lãi suất liên quan."
Cách thức trả lãi:,"Chuyển khoản. Vào ngày thanh toán lãi, tổ chức phát hành thực hiện thanh toán lãi vào tài khoản được đăng ký của mỗi người sở hữu trái phiếu theo quy định tại các Điều kiện trái phiếu."
Kỳ hạn:,10 năm
Ngày phát hành:,30/12/2021
Ngày đáo hạn:,30/12/2031
Nơi quản lý tại VSD:,Trụ sở chính
