Keys,Values
Tên TCPH:,"
Công ty cổ phần Phân bón và Hóa chất dầu khí Tây Nam Bộ
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Phân bón và Hóa chất dầu khí Tây Nam Bộ
Mã chứng khoán:,PSW
Mã ISIN:,VN000000PSW8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 20/2014/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 25/03/2014
Tổng số chứng khoán đăng ký:,17.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,170.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
