Keys,Values
Tên TCPH:,"
Công ty cổ phần xi măng Yên Bình
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xi măng Yên Bình
Mã chứng khoán:,VCX
Mã ISIN:,VN000000VCX8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 29/2013/GCNCP-VSD do VSD cấp lần đầu ngày 18/12/2013. Số 29/2013/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 25/11/2014
Tổng số chứng khoán đăng ký:,26.530.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,265.300.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
