Keys,Values
Tên TCPH:,"
Tổng Công ty Hàng không Việt Nam - CTCP
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty Hàng không Việt Nam - CTCP
Mã chứng khoán:,HVN
Mã ISIN:,VN000000HVN8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 62/2015/GCNCP-VSD do VSD cấp ngày 30/07/2015, Số 62/2015/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 21/10/2021"
Tổng số chứng khoán đăng ký:,2.214.394.174 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,22.143.941.740.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
