Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán KIS Việt Nam
"
Tên chứng quyền:,Chứng quyền.SBT.KIS.M.CA.T.03
Mã chứng quyền:,CSBT2007
Mã ISIN:,VN0CSBT20071
Mã chứng khoán cơ sở:,SBT
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty Cổ phần Thành Thành Công-Biên Hòa
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,9 tháng
Ngày đáo hạn:,27/04/2021
Tỷ lệ chuyển đổi:,"1,9371:1"
Giá thực hiện:,15.495  đồng
Giá phát hành lần đầu:,1.700  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số:   126/2020/GCNCW-VSD do VSD cấp ngày 13/08/2020; số 126/2020/GCNCW-VSD-1 cấp thay đổi lần 01 ngày 04/01/2021
Số lượng chứng quyền đăng ký lần đầu tại VSD:,2.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,3.400.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,5.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
