Keys,Values
Tên TCPH:,"
Ngân hàng Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu Chính phủ đấu thầu
Mã chứng khoán:,QHD0813075
Mã ISIN:,VNBD08130757
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,75/2008/GCNTP-TTLK cấp ngày 09/12/2008
Tổng số chứng khoán đăng ký:,280.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,28.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,9.8%/năm
Cách thức trả lãi:,
Kỳ hạn:,5 năm
Ngày phát hành:,02/12/2008
Ngày đáo hạn:,02/12/2013
Nơi quản lý tại VSD:,Trụ sở chính
