Keys,Values
Tên TCPH:,"
CTCP Tư vấn - Thương mại - Dịch vụ Địa ốc Hoàng Quân
"
Tên chứng khoán:,Cổ phiếu CTCP Tư vấn - Thương mại - Dịch vụ Địa ốc Hoàng Quân
Mã chứng khoán:,HQC
Mã ISIN:,VN000000HQC1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 248/2010/GCNCP-VSD do VSD cấp lần đầu ngày 11/10/2010, Số 248/2010/GCNCP-VSD-10 cấp thay đổi lần 10 ngày 07/06/2017"
Tổng số chứng khoán đăng ký:,476.600.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,4.766.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
