Keys,Values
Tên TCPH:,"
Công ty cổ phần Dịch vụ Môi trường Đô thị Từ Liêm
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dịch vụ Môi trường Đô thị Từ Liêm
Mã chứng khoán:,MTL
Mã ISIN:,VN000000MTL6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 15/2016/GCNCP-VSD do VSD cấp ngày 02/03/2016
Tổng số chứng khoán đăng ký:,6.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,60.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
