Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh
"
Tên chứng khoán:,Trái phiếu CII122020
Mã chứng khoán:,CII11722
Mã ISIN:,VN0CII117229
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:, số 13/2018/GCNTP-VSD do VSD cấp ngày 09/04/2018
Tổng số chứng khoán đăng ký:,3.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,300.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh phát hành theo hình thức cố gắng tối đa  
Lãi suất:,"+ Lãi suất áp dụng cho 02 kỳ hạn 06 tháng đầu tiên: 10%/năm;
+ Lãi suất cho mỗi kỳ hạn 06 tháng tiếp theo: Lãi suất bằng lãi suất tham chiếu cộng 3,3%/năm. Trong đó, lãi suất tham chiếu là trung bình cộng của lãi suất tiền gửi tiết kiệm cá nhân (trả lãi sau) kỳ hạn 12 tháng (hoặc tương đương) bằng đồng Việt nam do Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (áp dụng tại Chi nhánh Sở Giao dịch 1), Ngân hàng TMCP Ngoại thương Việt Nam (áp dụng tại Sở Giao dịch), Ngân hàng TMCP Công thương Việt Nam (áp dụng tại Chi nhánh Hà Nội) và Ngân hàng TMCP Kỹ Thương Việt Nam (áp dụng tại Sở Giao dịch) công bố vào ngày làm việc thứ 7 trước ngày đầu tiên của kỳ hạn đó."
Cách thức trả lãi:,Thanh toán định kỳ 06 tháng/lần bằng hình thức chuyển khoản.
Kỳ hạn:,03 năm
Ngày phát hành:,29/12/2017
Ngày đáo hạn:,29/12/2020
Nơi quản lý tại VSD:,Chi nhánh
