Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán Ngân hàng Công Thương Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Chứng khoán Ngân hàng Công Thương Việt Nam
Mã chứng khoán:,CTS
Mã ISIN:,VN000000CTS2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 36/2009/GCNCP-TTLK do TTLKCK Việt Nam cấp lần đầu ngày 24/07/2009, Số 36/2009/GCNCP-VSD-5 cấp thay đổi lần 5 ngày 29/04/2022"
Tổng số chứng khoán đăng ký:,114.946.811 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.149.468.110.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
