Keys,Values
Tên TCPH:,"
Công ty cổ phần Xuất nhập khẩu Thủy sản Miền Trung
"
Tên chứng khoán:,Cổ phiếu công ty cổ phần Xuất nhập khẩu Thủy sản Miền Trung
Mã chứng khoán:,SPD
Mã ISIN:,VN000000SPD8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 53/2010/GCNCP-VSD do VSD cấp lần đầu ngày 26/02/2010, số 53/2010/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 30/03/2016"
Tổng số chứng khoán đăng ký:,12.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,120.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
