Keys,Values
Tên TCPH:,"
Công ty cổ phần Cảng Cửa Cấm Hải Phòng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cảng Cửa Cấm Hải Phòng
Mã chứng khoán:,CCP
Mã ISIN:,VN000000CCP4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 162/2016/GCNCP-VSD do VSD cấp lần đầu ngày 30/11/2016
Tổng số chứng khoán đăng ký:,2.400.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,24.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
