Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây dựng hạ tầng Sông Đà
"
Tên chứng khoán:,Cổ phiếu CTCP Xây dựng hạ tầng Sông Đà
Mã chứng khoán:,SDH
Mã ISIN:,VN000000SDH5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 68/2009/GCNCP-VSD do VSD cấp lần đầu ngày 09/10/2009, Số 68/2009/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 08/09/2010"
Tổng số chứng khoán đăng ký:,20.950.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,209.500.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
