Keys,Values
Tên TCPH:,"
Công ty cổ phần Dược phẩm CPC1 Hà Nội
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dược phẩm CPC1 Hà Nội
Mã chứng khoán:,DTP
Mã ISIN:,VN000000DTP6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 04/2020/GCNCP-VSD do VSD cấp ngày 06/01/2020; số 04/2020/GCNCP-VSD-1 cấp thay đổi ngày 08/04/2022
Tổng số chứng khoán đăng ký:,16.229.042 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,162.290.420.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
