Keys,Values
Tên TCPH:,"
Công ty cổ phần Pin Hà Nội
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Pin Hà Nội
Mã chứng khoán:,PHN
Mã ISIN:,VN000000PHN0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số: 121/2016/GCNCP-VSD do VSD cấp lần đầu ngày 17/10/2016, Số: 121/2016/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 05/01/2018"
Tổng số chứng khoán đăng ký:,7.253.911 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,72.539.110.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
