Keys,Values
Tên TCPH:,"
Công ty cổ phần Phòng cháy Chữa cháy và Đầu tư Xây dựng Sông Đà
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Phòng cháy Chữa cháy và Đầu tư Xây dựng Sông Đà
Mã chứng khoán:,SDX
Mã ISIN:,VN000000SDX2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 42/2015/GCNCP-VSD do VSD cấp ngày 17/06/2015
Tổng số chứng khoán đăng ký:,2.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,25.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
