Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán MB
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Chứng khoán MB
Mã chứng khoán:,MBS
Mã ISIN:,VN000000MBS9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 02/2016/GCNCP-VSD do VSD cấp ngày 12/01/2016, Số: 02/2016/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 07/07/2021"
Tổng số chứng khoán đăng ký:,267.618.324 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.676.183.240.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
