Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn PC1
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn PC1
Mã chứng khoán:,PC1
Mã ISIN:,VN000000PC11
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 128/2016/GCNCP-VSD do VSD cấp lần đầu ngày 27/10/2016, số 128/2016/GCNCP-VSD-7 cấp thay đổi lần 7 ngày 18/03/2022"
Tổng số chứng khoán đăng ký:,235.159.649 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.351.596.490.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
