Keys,Values
Tên TCPH:,"
Công ty cổ phần Xi măng Vicem Bút Sơn
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xi măng Vicem Bút Sơn
Mã chứng khoán:,BTS
Mã ISIN:,VN000000BTS4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 17/2006/GCNĐKCP-TTLK do VSD cấp lần đầu ngày 01/12/2006, Số 17/2006/GCNDDKCPVSD-5 cấp thay đổi lần 5 ngày 03/11/2020"
Tổng số chứng khoán đăng ký:,123.559.858 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.235.598.580.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
