Keys,Values
Tên TCPH:,"
Công ty cổ phần Gang thép Thái Nguyên
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Gang thép Thái Nguyên
Mã chứng khoán:,TIS
Mã ISIN:,VN000000TIS9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 888/2010/GCNCP-VSD do VSD cấp lần đầu ngày 22/12/2010, số 888/2010/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 14/07/2017"
Tổng số chứng khoán đăng ký:,184.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.840.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
