Keys,Values
Tên TCPH:,"
Tổng CTCP Xuất nhập khẩu và Xây dựng Việt Nam
"
Tên chứng khoán:,Cổ phiếu Tổng CTCP Xuất nhập khẩu và Xây dựng Việt Nam
Mã chứng khoán:,VCG
Mã ISIN:,VN000000VCG3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 36/2008/GCNCP-TTLK do VSD cấp lần đầu ngày 21/08/2008, số 36/2008/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 06/04/2012"
Tổng số chứng khoán đăng ký:,441.710.673 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,4.417.106.730.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
