Keys,Values
Tên TCPH:,"
CTCP Than Hà Lầm - Vinacomin
"
Tên chứng khoán:,Cổ phiếu CTCP Than Hà Lầm - Vinacomin
Mã chứng khoán:,HLC
Mã ISIN:,VN000000HLC2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 04/2009/GCNCP-TTLK do Trung tâm Lưu ký Chứng khoán Việt Nam cấp lần đầu ngày 16/02/2009, số 04/2009/GCNCP-VSD-4 cấp thay đổi lần thứ 4 ngày 13/10/2015"
Tổng số chứng khoán đăng ký:,25.415.199 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,254.151.990.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
