Keys,Values
Tên TCPH:,"
Công ty cổ phần Chế biến thực phẩm nông sản xuất khẩu Nam Định
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Chế biến thực phẩm nông sản xuất khẩu Nam Định
Mã chứng khoán:,NDF
Mã ISIN:,VN000000NDF0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 60/2014/GCNCP - VSD do VSD cấp lần đầu ngày 29/08/2014, số 60/2014/GCNCP - VSD cấp thay đổi lần 1 ngày 22/5/2015"
Tổng số chứng khoán đăng ký:,7.853.800 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,78.538.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
