Keys,Values
Tên TCPH:,"
Công ty cổ phần Dịch vụ và Xây dựng cấp nước Đồng Nai
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dịch vụ và Xây dựng cấp nước Đồng Nai
Mã chứng khoán:,DVW
Mã ISIN:,VN000000DVW8
Loại chứng khoán:, Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số: 241/2017/GCNCP-VSD do VSD cấp ngày 29/12/2017, Số:241/2017/GCNCP-VSD-1 cấp thay đổi lần 1 ngày .30/08/2018"
Tổng số chứng khoán đăng ký:,2.345.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,23.450.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
