Keys,Values
Tên TCPH:,"
Công ty cổ phần Truyền thông số 1
"
Tên chứng khoán:,Cổ phiếu  Công ty Cổ phần Truyền thông số 1
Mã chứng khoán:,ONE
Mã ISIN:,VN000000ONE0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 28/2008/GCNCP-TTLK do VSD cấp lần đầu ngày 06/06/2008, số 28/2008/GCNCP-VSD-7 do VSD cấp thay đổi lần 7 ngày 13/09/2017"
Tổng số chứng khoán đăng ký:,7.960.310 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,79.603.100.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
