Keys,Values
Tên TCPH:,"
Tổng Công ty Công nghiệp dầu thực vật Việt Nam – CTCP
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty Công nghiệp dầu thực vật Việt Nam – CTCP
Mã chứng khoán:,VOC
Mã ISIN:,VN000000VOC7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 41/2016/GCNCP-VSD do VSD cấp ngày 28/04/2016
Tổng số chứng khoán đăng ký:,121.800.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.218.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
