Keys,Values
Tên TCPH:,"
Công ty cổ phần Lương thực Đông Bắc
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Lương thực Đông Bắc
Mã chứng khoán:,DBF
Mã ISIN:,VN000000DBF5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,số 111/2010/GCNCP-VSD do VSD cấp ngày 04/05/2010
Tổng số chứng khoán đăng ký:,3.679.200 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,36.792.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
