Keys,Values
Tên TCPH:,"
Công ty TNHH MTV In báo Nghệ An (Tên doanh nghiệp dự kiến sau khi cổ phần hóa: Công ty cổ phần In báo Nghệ An)
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần In báo Nghệ An
Mã chứng khoán:,IBN
Mã ISIN:,VN000000IBN8
Loại chứng khoán:,Cổ phần phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 02/CPH/2021/GCNCP-VSD do VSD cấp lần đầu ngày 28/04/2021
Tổng số chứng khoán đăng ký:,1.776.800 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,17.768.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
