Keys,Values
Tên TCPH:,"
Công ty cổ phần Khu Công nghiệp Nam Tân Uyên
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Khu Công nghiệp Nam Tân Uyên
Mã chứng khoán:,NTC
Mã ISIN:,VN000000NTC3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 82/2014/GCNCP-VSD, thay đổi lần 1 số 82/2014/GCNCP-VSD-1 do VSD cấp ngày 30/12/2020"
Tổng số chứng khoán đăng ký:,23.999.980 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,239.999.800.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
