Keys,Values
Tên TCPH:,"
Công ty cổ phần Nông sản Thực phẩm Quảng Ngãi
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Nông sản Thực phẩm Quảng Ngãi
Mã chứng khoán:,APF
Mã ISIN:,VN000000APF1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 75/2014/GCNCP-VSD do VSD cấp lần đầu ngày 22/10/2014, Số: 75/2014/GCNCP-VSD-6 cấp thay đổi lần 6 ngày 09/07/2021"
Tổng số chứng khoán đăng ký:,20.007.784 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,200.077.840.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
