Keys,Values
Tên TCPH:,"
Công ty cổ phần Xi măng X18
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xi măng X18
Mã chứng khoán:,X18
Mã ISIN:,VN000000X180
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 210/2016/GCNCP-VSD do VSD cấp lần đầu ngày 23/12/2016, số 210/2016/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 03/02/2020"
Tổng số chứng khoán đăng ký:,6.155.777 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,61.557.770.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
