Keys,Values
Tên TCPH:,"
Công ty cổ phần Thủy sản Mekong
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Thủy sản Mekong
Mã chứng khoán:,AAM
Mã ISIN:,VN000000AAM9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 036/2009/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 03/07/2009, cấp thay đổi lần 4 ngày 13/05/2019"
Tổng số chứng khoán đăng ký:,12.346.411 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,123.464.110.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
