Keys,Values
Tên TCPH:,"
Công ty Cổ phần Masan High-Tech Materials
"
Tên chứng khoán:,Trái phiếu MSR092021
Mã chứng khoán:,MSR118001
Mã ISIN:,VNMSR1180012
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,12/2019/GCNTP-VSD do VSD cấp ngày 03/05/2019
Tổng số chứng khoán đăng ký:,10.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.000.000.000.000 đồng
Hình thức phát hành:,Ghi sổ
Lãi suất:,"+ Lãi suất áp dụng cho 02 kỳ hạn 06 tháng đầu tiên: 9,8%/năm
+ Lãi suất áp dụng cho mỗi kỳ hạn 06 tháng tiếp theo: Lãi suất bằng tổng của 3,2%/năm và trung bình cộng lãi suất tiền gửi tiết kiệm cá nhân (trả lãi sau) bằng tiền đồng Việt Nam kỳ hạn 12 tháng (hoặc tương đương) do Ngân hàng TMCP Công thương Việt Nam - Chi nhánh TP. Hà Nội, Ngân hàng TMCP Ngoại thương Việt Nam - Sở Giao dịch, Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - Sở Giao dịch, Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Sở Giao dịch 1 công bố vào ngày làm việc thứ 7 trước ngày đầu tiên của mỗi kỳ tính lãi."
Cách thức trả lãi:,Chuyển khoản
Kỳ hạn:,03 năm
Ngày phát hành:,24/09/2018
Ngày đáo hạn:,24/09/2021
Nơi quản lý tại VSD:,Chi nhánh
