Keys,Values
Tên TCPH:,"
Công ty cổ phần Cavico Việt Nam khai thác mỏ và xây dựng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cavico Việt Nam khai thác mỏ và xây dựng
Mã chứng khoán:,MCV
Mã ISIN:,VN000000MCV1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,"Số 48/2006/GCNCP-VSD doVSD cấp lần đầu ngày 24/11/2006, Số 48/2006/GCNCP-VSD-5 cấp thay đổi lần thứ 5 ngày 22/09/2011"
Tổng số chứng khoán đăng ký:,12.092.161 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,120.921.610.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
