Keys,Values
Tên TCPH:,"
Công ty Cổ phần Sách giáo dục tại Tp. Đà Nẵng
"
Tên chứng khoán:,Cổ phiếu CTCP Sách giáo dục tại Tp Đà Nẵng
Mã chứng khoán:,DAE
Mã ISIN:,VN000000DAE0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 47/2006/GCNCP-TTLK do TTLKCK Việt Nam cấp lần đầu ngày 19/12/2006, số 47/2006/GCNCP-TTLK -2  cấp thay đổi lần 2 ngày 15/5/2008"
Tổng số chứng khoán đăng ký:,1.498.680 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,14.986.800.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
