Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Nhựa Đông Á
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn Nhựa Đông Á
Mã chứng khoán:,DAG
Mã ISIN:,VN000000DAG5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 31/2010/GCNCP-VSD do VSD cấp lần đầu ngày 26/02/2010, Số 31/2010/GCNCP-VSD-9  cấp thay đổi lần 9 ngày 05/10/2021"
Tổng số chứng khoán đăng ký:,59.564.112 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,595.641.120.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
