Keys,Values
Tên TCPH:,"
Công ty cổ phần Quản Lý quỹ Đầu tư Dragon Capital Việt Nam
"
Tên chứng khoán:,Chứng chỉ Quỹ đầu tư Năng động Việt Nam
Mã chứng khoán:,VFMVFA
Mã ISIN:,VN000VFMVFA5
Loại chứng khoán:,Chứng chỉ quỹ
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận đăng ký chứng chỉ quỹ:,142/2010/GCNCP-VSD do TTLKCK VN cấp ngày 24/06/2010
Tổng số chứng khoán đăng ký:,39.572.800 Chứng chỉ quỹ
Tổng giá trị chứng khoán đăng ký:,395.728.000.000 đồng
Hình thức đăng ký:,
Nơi quản lý tại VSD:,Chi nhánh
