Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán KIS Việt Nam
"
Tên chứng quyền:,Chứng quyền.HDB.KIS.M.CA.T.04
Mã chứng quyền:,CHDB2007
Mã ISIN:,VN0CHDB20078
Mã chứng khoán cơ sở:,HDB
Tổ chức phát hành mã chứng khoán cơ sở:,Ngân hàng Thương mại cổ phần Phát triển thành phố Hồ Chí Minh
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,09 tháng
Ngày đáo hạn:,27/04/2021
Tỷ lệ chuyển đổi:,"3,0304:1"
Giá thực hiện:,16.831  đồng
Giá phát hành lần đầu:,1.300  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số:   123/2020/GCNCW-VSD do VSD cấp ngày 13/08/2020; số 123/2020/GCNCW-VSD-1 cấp thay đổi lần 01 ngày 14/12/2020
Số lượng chứng quyền đăng ký lần đầu tại VSD:,2.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,2.600.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,5.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
