Keys,Values
Tên TCPH:,"
Công ty cổ phần Khoáng sản và Luyện kim Cao Bằng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Khoáng sản và Luyện kim Cao Bằng
Mã chứng khoán:,KCB
Mã ISIN:,VN000000KCB7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 299/2010/GCNCP-VSD do VSD cấp ngày 16/12/2010
Tổng số chứng khoán đăng ký:,8.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,80.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
