Keys,Values
Tên TCPH:,"
Công ty Cổ phần Tập đoàn DABACO Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Tập đoàn DABACO Việt Nam
Mã chứng khoán:,DBC
Mã ISIN:,VN000000DBC2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 15/2008/GCNCP-TTLK do VSD cấp lần đầu ngày 26/02/2008, Số 15/2008/GCNCP-VSD-14 cấp thay đổi lần thứ 14 ngày 05/05/2022"
Tổng số chứng khoán đăng ký:,230.478.860 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.304.788.600.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
