Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Xây lắp Thành An 386
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Xây lắp Thành An 386
Mã chứng khoán:,TA3
Mã ISIN:,VN000000TA35
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 235/2017/GCNCP-VSD do VSD cấp ngày 25/12/2017
Tổng số chứng khoán đăng ký:,2.309.908 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,23.099.080.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
