Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước Hà Nội
"
Tên chứng khoán:,Trái phiếu Kho bạc Nhà nước Hà Nội
Mã chứng khoán:,HNKD13259
Mã ISIN:,VNHNKD132598
Loại chứng khoán:,Trái phiếu Chính quyền địa phương
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,Số 123/2013/GCNTP-VSD do VSD cấp ngày 28/11/2013
Tổng số chứng khoán đăng ký:,24.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,2.400.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,"8,8%/năm"
Cách thức trả lãi:,Tiền lãi trái phiếu được thanh toán định kỳ hàng năm vào ngày 28/11 kể từ năm 2014 đến năm đáo hạn. Tiền gốc trái phiếu được thanh toán một lần bằng mệnh giá khi đến hạn
Kỳ hạn:,3 năm
Ngày phát hành:,28/11/2013
Ngày đáo hạn:,28/11/2016
Nơi quản lý tại VSD:,Trụ sở chính
