Keys,Values
Tên TCPH:,"
Công ty cổ phần Nước giải khát Yến sào Khánh Hòa
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Nước giải khát Yến sào  Khánh Hòa
Mã chứng khoán:,SKV
Mã ISIN:,VN000000SKV1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 191/2017/GCNCP-VSD do VSD cấp ngày 12/10/2017
Tổng số chứng khoán đăng ký:,23.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,230.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
