Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán Sài Gòn - Hà Nội
"
Tên chứng khoán:,Cổ phiếu CTCP Chứng khoán Sài Gòn - Hà Nội
Mã chứng khoán:,SHS
Mã ISIN:,VN000000SHS3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 16/2009/GCNCP-TTLK do TTLKCK Việt Nam cấp cấp lần đầu ngày 17/06/2009, Số: 16/2009/GCNCP-VSD-4 cấp thay đổi lần thứ 4 ngày 29/10/2021"
Tổng số chứng khoán đăng ký:,325.265.027 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,3.252.650.270.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
