Keys,Values
Tên TCPH:,"
Công ty cổ phần Hàng không VIETJET
"
Tên chứng khoán:,Trái phiếu Công ty cổ phần Hàng không Vietjet
Mã chứng khoán:,VJC11912
Mã ISIN:,VN0VJC119128
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,số 32/2020/GCNTP-VSD do VSD cấp lần đầu ngày 15/10/2020 
Tổng số chứng khoán đăng ký:,6.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,600.000.000.000 đồng
Hình thức phát hành:,Phát hành riêng lẻ dưới hình thức chứng chỉ và bút toán ghi sổ.
Lãi suất:,"+ Lãi suất cố định 9%/năm cho 2 kỳ trả lãi đầu tiên;
+ Lãi suất cho mỗi kỳ 6 tháng tiếp theo bằng Lãi suất tham chiếu là trung bình cộng lãi suất tiền gửi tiết kiệm doanh nghiệp kỳ hạn 12 tháng (trả lãi sau) bằng đồng Việt nam được công bố vào ngày xác định lãi suất bởi 4 Ngân hàng TMCP quốc doanh (Vietcombank, BIDV, Vietinbank, Agribank) + biên độ 3%/năm. Các mức lãi suất trong lãi suất tham chiếu được công bố trên trang thông tin điện tử chính thức của các ngân hàng đã xác định như trên tại mỗi thời điểm thông báo điều chỉnh lãi suất."
Cách thức trả lãi:,"Trả định kỳ 06 tháng/lần, tính từ ngày phát hành"
Kỳ hạn:,3 năm
Ngày phát hành:,26/07/2019
Ngày đáo hạn:,26/07/2022
Nơi quản lý tại VSD:,Trụ sở chính
