Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chế tạo Bơm Hải Dương
"
Tên chứng khoán:,Cổ phiếu CTCP Chế tạo bơm Hải Dương
Mã chứng khoán:,CTB
Mã ISIN:,VN000000CTB8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 06/2006/GCNCP-TTLK do VSD lần đầu ngày 27/09/2006, Số 06/2006/GCNCP-VSD-5 cấp thay đổi lần thứ 5 ngày 05/08/2019"
Tổng số chứng khoán đăng ký:,13.680.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,136.800.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
