Keys,Values
Tên TCPH:,"
Công ty cổ phần VINAPRINT
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần VINAPRINT
Mã chứng khoán:,VPR
Mã ISIN:,VN000000VPR2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 90/2016/GCNCP-VSD do VSD cấp lần đầu ngày 26/08/2016, Số 90/2016/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 15/12/2020"
Tổng số chứng khoán đăng ký:,4.575.985 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,45.759.850.000 đồng
Hình thức đăng ký:, Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
