Keys,Values
Tên TCPH:,"
Công ty cổ phần Nước - Môi trường Bình Dương
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Nước - Môi trường Bình Dương
Mã chứng khoán:,BWE
Mã ISIN:,VN000000BWE8
Loại chứng khoán:,Cổ phiếu ohổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số 104/2017/GCNCP-VSD do VSD cấp ngày 25/05/2017; số 104/2017/GCNCP-VSD-2 cấp thay đổi lần 02 ngày 25/06/2021
Tổng số chứng khoán đăng ký:,192.920.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.929.200.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
