Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Châu á - Thái Bình Dương
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư  Châu á - Thái Bình Dương
Mã chứng khoán:,API
Mã ISIN:,VN000000API5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 63/2009/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 02/10/2009, số 63/2009/GCNCP-VSD-2 cấp thay đổi lần thứ 2 ngày 05/01/2022"
Tổng số chứng khoán đăng ký:,38.220.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,382.200.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
