Keys,Values
Tên TCPH:,"
Công ty CP thực phẩm Quốc tế
"
Tên chứng khoán:,Cổ phiếu CTCP thực phẩm Quốc tế
Mã chứng khoán:,IFS
Mã ISIN:,VN000000IFS8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 32/2006/GCNCP-CNTTLK do VSD cấp lần đầu ngày 10/10/2006, số 32/2006/GCNCP-VSD-6 cấp thay đổi lần 6 ngày 19/02/2016"
Tổng số chứng khoán đăng ký:,87.140.984 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,871.409.840.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
