Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Phát triển Thực phẩm Hồng Hà
"
Tên chứng khoán:,Cổ phiếu CTCP Đầu tư Phát triển Thực phẩm Hồng Hà
Mã chứng khoán:,HSL
Mã ISIN:,VN000000HSL8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 07/2018/GCNCP-VSD do VSD cấp ngày 12/02/2018, Số: 07/2018/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 28/03/2022"
Tổng số chứng khoán đăng ký:,32.167.144 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,321.671.440.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
