Keys,Values
Tên TCPH:,"
CTCP Phát triển Bất động sản Phát Đạt
"
Tên chứng khoán:,Cổ phiếu CTCP Phát triển Bất động sản Phát Đạt
Mã chứng khoán:,PDR
Mã ISIN:,VN000000PDR0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 178/2010/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 22/07/2010, Số: 178/2010/GCNCP-VSD-11 cấp thay đổi lần thứ 11 ngày 05/05/2022"
Tổng số chứng khoán đăng ký:,671.646.219 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,6.716.462.190.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
