Keys,Values
Tên TCPH:,"
Công ty cổ phần Tổng Công ty Công trình Đường sắt
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tổng Công ty Công trình Đường sắt
Mã chứng khoán:,RCC
Mã ISIN:,VN000000RCC0
Loại chứng khoán:,Cổ phiếu phổ  thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,93/2014/GCNCP-VSD do VSD cấp ngày 29/12/2014
Tổng số chứng khoán đăng ký:,15.457.383 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,154.573.830.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
