Keys,Values
Tên TCPH:,"
Công ty cổ phần Nam Việt
"
Tên chứng khoán:,Cổ phiếu Công ty CP Nam Việt
Mã chứng khoán:,ANV
Mã ISIN:,VN000000ANV3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 114/2007/GCNCP-CNTTLK do TTLKCK Việt Nam cấp ngày 27/11/2007, số 114/2007/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 20/02/2019"
Tổng số chứng khoán đăng ký:,127.539.625 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.275.396.250.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
