Keys,Values
Tên TCPH:,"
Công ty cổ phần Xuất nhập khẩu Thủy sản Bến Tre
"
Tên chứng khoán:,Cổ phiếu CTCP Xuất nhập khẩu Thuỷ sản Bến Tre
Mã chứng khoán:,ABT
Mã ISIN:,VN000000ABT2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 87/2006/GCNCP-VSD-5 do TTLKCK Việt Nam cấp lần đầu ngày 20/12/2006, cấp thay đổi lần 5 ngày 19/06/2013"
Tổng số chứng khoán đăng ký:,14.107.207 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,141.072.070.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
